"","Finished","Progress","Consent_statement","Work_from_home_Freq_19","Work_from_home_Freq_20","Weekly_Working_hrs_19","Weekly_Working_hrs_20","Traditional work hours_19  (9-5, Mon - Fri)","Early mornings_19  (5am - 9am)","Early evenings_19  (5pm - 9pm)","Late evenings_19  (5pm - midnight)","Overnight_19 (midnight - 5am)","Traditional work hours_20  (9-5, Mon - Fri)","Early mornings_20  (5am - 9am)","Early evenings_20  (5pm - 9pm)","Late evenings_20 (5pm - midnight)","Overnight_20 (midnight - 5am)","Work_schedule_stability_19","Work_schedule_stability_20","Comfortable_lifestyle_19","Lonely_lifestyle_19","Active_lifestyle_19","Connected_lifestyle_19","Peaceful_lifestyle_19","Chaotic_lifestyle_19","Comfortable_lifestyle_20","Lonely_lifestyle_20","Active_lifestyle_20","Connected_lifestyle_20","Peaceful_lifestyle_20","Chaotic_lifestyle_20","Mental_health_19","Mental_health_20","Expected_Income_2021","Income_2020","Income_2019","Age_Group","Adult_count","Children_count","Postcode_range","Year_of_record","Month_of_record"
"276","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,1,1,0,0,0,1,0,"Good","Some challenges",3652.75698316803,-535.081387633909,52677.2467895945,"(24,45]","3","0","(3150,3250]",2021,"January"
"277","Yes",100,"Agreed","Always","Never","40+ hours ","30-40 hours",1,0,0,0,1,1,0,0,0,0,"No changes","No changes",0,0,1,0,1,1,0,0,0,0,0,1,"Good","Some challenges",91202.905594277,104954.911212238,83765.7105765566,"(55,80]","2","2","(3050,3150]",2021,"January"
"278","Yes",100,"Agreed","Never","Never","Didn't work","Didn't work",0,0,0,0,0,0,0,0,1,0,"No changes","No changes",1,0,1,0,1,1,0,0,0,1,0,0,"Some challenges","Some challenges",130459.694852341,140139.221715518,110307.104380264,"(24,45]","3","0","(3150,3250]",2021,"January"
"279","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,1,0,0,0,1,0,1,0,"Some small changes","Some small changes",1,0,0,1,0,0,1,1,0,1,1,1,"Significant challenges","Good",140895.717978084,141506.835483081,130677.966396973,"(55,80]","1","1","(3050,3150]",2021,"January"
"280","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",1,0,0,0,0,0,0,0,1,0,"No changes","Some small changes",0,0,1,0,1,0,1,1,0,1,1,1,"Significant challenges","Significant challenges",172125.820240533,155277.136958262,143500.239596008,"(45,55]","2","2","(3000,3050]",2021,"January"
"281","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",0,0,1,0,0,1,0,0,1,0,"Some small changes","Unpredictable",1,0,0,0,0,1,0,0,0,1,1,1,"Good","Some challenges",191184.364322024,168167.558903984,157329.870558959,"(55,80]","2","1","(3150,3250]",2021,"January"
"282","Yes",100,"Agreed","Never","Always","less than 10 hours  ","Didn't work",1,0,0,0,0,0,0,1,1,0,"No changes","Unpredictable",1,0,1,1,0,0,1,0,0,1,0,0,"Good","Good",71627.5860928718,75086.8958222921,48282.3405111127,"(45,55]","1","2","(3050,3150]",2021,"January"
"283","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,0,0,0,0,0,0,"Good","Good",-4651.20084602376,-327.765604106799,311455.076427055,"(45,55]","2","1","(3050,3150]",2021,"January"
"284","Yes",100,"Agreed","Never","Never","30-40 hours  ","40+ hours",1,0,0,0,0,1,0,1,1,0,"No changes","Unpredictable",1,0,1,0,0,0,1,0,0,1,1,0,"Significant challenges","Good",182278.231691672,189911.337007181,178122.56892256,"(45,55]","2","1","(3000,3050]",2021,"January"
"285","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,1,1,0,0,0,0,0,0,0,0,1,"Some challenges","Good",130687.227972582,-6024.25518622558,109794.947459581,"(45,55]","2","1","(3150,3250]",2021,"January"
"286","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,0,0,1,0,0,0,0,0,0,"Some challenges","Some challenges",166926.009945636,-3938.84772116744,148733.723733141,"(55,80]","2","1","(3050,3150]",2021,"January"
"287","Yes",100,"Agreed","Always","Didn't work","less than 10 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,1,0,1,0,0,0,1,1,"Good","Good",110638.428425503,2124.71082437944,105046.277779798,"(24,45]","2","2","(3050,3150]",2021,"January"
"288","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,1,0,1,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,1,0,0,1,0,0,0,1,1,"Some challenges","Some challenges",117236.310848146,-4083.34352434375,107871.313676621,"(45,55]","2","2","(3050,3150]",2021,"January"
"289","Yes",100,"Agreed","Most of the time","Always","20-30 hours  ","Didn't work",0,0,0,0,0,0,0,0,1,1,"No changes","Varying",0,0,1,0,0,1,1,0,0,1,0,1,"Good","Good",108595.211677003,115913.09190595,97939.6514890484,"(24,45]","3","1","(3050,3150]",2021,"January"
"290","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,0,1,0,0,0,0,0,"Some challenges","Significant challenges",2897.92269886922,6403.93120990829,70418.4760856327,"(24,45]","2","0","(3150,3250]",2021,"January"
"291","Yes",100,"Agreed","Never","Always","20-30 hours  ","less than 10 hours",1,0,0,1,0,1,0,1,1,0,"No changes","Varying",1,0,0,0,0,0,0,0,0,1,0,0,"Good","Some challenges",81331.3775238119,88086.5338091906,62372.0407303204,"(45,55]","3","1","(3150,3250]",2021,"January"
"292","Yes",100,"Agreed","Always","Never","less than 10 hours  ","20-30 hours",0,0,0,1,0,1,0,0,0,0,"No changes","Varying",0,0,1,0,0,1,0,0,0,1,0,0,"Some challenges","Some challenges",305028.1295684,292517.789946887,285336.309795666,"(24,45]","1","1","(3150,3250]",2021,"January"
"293","Yes",100,"Agreed","Sometimes","Always","40+ hours ","Didn't work",0,0,0,0,1,1,0,0,0,0,"Unpredictable","Unpredictable",1,1,1,0,0,0,1,0,0,0,0,0,"Significant challenges","Some challenges",106369.991269143,92819.3486193588,83270.1254124833,"(55,80]","3","2","(3150,3250]",2021,"January"
"294","Yes",100,"Agreed","Most of the time","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,0,1,1,0,0,0,0,0,1,1,0,0,"Good","Good",118599.824491262,-3116.57951510256,104203.576744106,"(55,80]","1","2","(3150,3250]",2021,"January"
"295","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,1,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,1,0,0,1,0,0,0,0,0,"Good","Good",97187.4209303093,-5843.75525449315,89951.9723854359,"(55,80]","3","0","(3050,3150]",2021,"January"
"296","Yes",100,"Agreed","Never","Didn't work","less than 10 hours  ","20-30 hours",1,0,0,1,0,0,0,0,0,0,"Varying","Unpredictable",1,0,1,1,0,0,1,0,0,0,0,0,"Some challenges","Some challenges",77161.3637274801,79122.4873331846,58073.5461337492,"(55,80]","2","2","(3050,3150]",2021,"January"
"297","Yes",100,"Agreed","Sometimes","Always","30-40 hours  ","Didn't work",1,1,1,0,1,1,0,0,0,0,"No changes","Varying",0,0,0,0,0,1,0,0,0,0,0,0,"Significant challenges","Significant challenges",-706.197409618675,169951.588593229,140069.428377382,"(45,55]","More than 3","0","(3050,3150]",2021,"January"
"298","Yes",100,"Agreed","Never","About half the time","40+ hours ","40+ hours",1,0,0,0,0,0,1,1,0,1,"Some small changes","Varying",1,0,1,0,0,0,1,0,0,1,0,0,"Significant challenges","Good",90982.3665521589,94640.6915830096,74549.9255079744,"(55,80]","3","0","(3150,3250]",2021,"January"
"299","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,1,0,0,1,0,"Some small changes","Varying",1,0,0,0,0,0,0,0,0,1,0,0,"Good","Significant challenges",92670.8160872486,100398.857634348,76867.9556474596,"(55,80]","1","0","(3150,3250]",2021,"January"
"300","Yes",100,"Agreed","Sometimes","Always","40+ hours ","40+ hours",1,0,0,0,1,1,1,0,1,0,"Some small changes","Unpredictable",0,0,1,0,0,1,0,0,0,0,0,0,"Some challenges","Significant challenges",178795.401686705,170886.804273365,157948.959624266,"(55,80]","1","1","(3150,3250]",2021,"January"
"301","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,1,0,0,0,0,1,0,0,"No changes","Unpredictable",1,0,1,0,0,0,1,0,1,0,0,1,"Significant challenges","Good",74890.8061432656,75104.2064633444,63032.1541786848,"(45,55]","3","2","(3050,3150]",2021,"January"
"302","Yes",100,"Agreed","About half the time","About half the time","40+ hours ","Didn't work",0,0,0,1,0,0,0,0,0,0,"No changes","Some small changes",0,0,0,0,0,0,0,0,0,1,0,0,"Good","Good",105739.487963559,98408.1514618477,87414.1489471381,"(45,55]","3","0","(3150,3250]",2021,"January"
"303","Yes",100,"Agreed","About half the time","Most of the time","10-20 hours  ","Didn't work",0,0,0,0,0,1,0,0,0,0,"Some small changes","Some small changes",0,0,0,0,1,0,1,0,0,1,0,0,"Good","Good",111924.327036416,116129.211960831,91758.4229708708,"(24,45]","2","0","(3000,3050]",2021,"January"
"304","Yes",100,"Agreed","Always","Didn't work","20-30 hours  ","less than 10 hours",1,0,0,1,0,1,0,0,0,0,"Some small changes","Varying",0,0,0,0,0,0,0,0,0,1,0,1,"Significant challenges","Some challenges",83525.471782067,106706.177206376,73098.607290877,"(55,80]","3","2","(3150,3250]",2021,"January"
"305","Yes",100,"Agreed","Never","Always","10-20 hours  ","Didn't work",0,0,0,1,0,1,0,0,1,1,"No changes","No changes",0,0,0,1,0,0,1,0,0,1,0,0,"Significant challenges","Good",109068.722759665,94523.1783923266,83632.7243031185,"(45,55]","1","2","(3000,3050]",2021,"January"
"306","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,1,0,0,0,1,0,0,0,1,0,"Some challenges","Good",108970.465338648,2402.04558506922,98274.4065711223,"(45,55]","2","1","(3050,3150]",2021,"January"
"307","Yes",100,"Agreed","Never","About half the time","40+ hours ","30-40 hours",0,0,0,0,0,0,0,0,1,1,"Some small changes","Unpredictable",0,0,1,1,0,0,0,0,0,0,1,0,"Some challenges","Some challenges",60994.3556757211,59562.4725143675,44332.8790718702,"(24,45]","3","2","(3050,3150]",2021,"January"
"308","Yes",100,"Agreed","Most of the time","Never","40+ hours ","40+ hours",1,0,0,0,0,1,0,0,1,0,"Unpredictable","Varying",1,0,1,0,1,0,0,0,0,1,0,0,"Good","Some challenges",151060.12276511,155956.724955063,141720.421855572,"(45,55]","2","More than 2","(3050,3150]",2021,"January"
"309","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Varying","Varying",0,0,0,0,1,1,0,0,0,1,0,0,"Good","Good",-2473.24985263236,204471.38625984,187636.768092668,"(45,55]","3","1","(3000,3050]",2021,"January"
"310","Yes",100,"Agreed","Sometimes","Didn't work","40+ hours ","Didn't work",1,0,1,1,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,0,1,0,0,1,0,1,"Some challenges","Good",102638.061975872,3119.50674521023,79482.374315549,"(24,45]","2","2","(3150,3250]",2021,"January"
"311","Yes",100,"Agreed","Never","Always","30-40 hours  ","Didn't work",1,0,0,1,1,0,0,0,1,1,"Some small changes","Varying",0,1,0,0,0,0,0,1,0,1,0,0,"Significant challenges","Good",-1320.26319161081,112171.431810028,102376.319338552,"(45,55]","1","1","(3150,3250]",2021,"January"
"312","No",88,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,-1765.28050205353,4135.75191157606,144250.939943442,"(24,45]","2","0","(3050,3150]",NA,NA
"313","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",1,0,0,0,0,1,0,0,1,0,"Some small changes","Varying",1,0,0,0,0,0,1,0,0,1,0,0,"Some challenges","Significant challenges",54136.7981659015,59685.8984971639,38793.2947540835,"(45,55]","3","0","(3000,3050]",2021,"January"
"314","Yes",100,"Agreed","Sometimes","Never","20-30 hours  ","less than 10 hours",1,0,1,0,0,1,0,0,1,1,"No changes","Some small changes",0,0,1,0,0,0,1,1,0,0,0,0,"Significant challenges","Some challenges",136324.331740357,138896.931755072,122722.825273283,"(55,80]","1","0","(3000,3050]",2021,"January"
"315","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",0,0,1,0,0,0,0,0,1,0,"Varying","Varying",1,0,0,0,0,1,1,0,0,1,0,1,"Some challenges","Good",174697.755725383,174057.847410405,163453.250291552,"(55,80]","3","2","(3150,3250]",2021,"January"
"316","Yes",100,"Agreed","Never","About half the time","10-20 hours  ","30-40 hours",1,0,1,0,0,0,0,0,1,0,"No changes","Varying",0,0,1,1,0,0,1,0,0,0,0,1,"Good","Good",128370.678818972,131224.743748754,109476.058795749,"(24,45]","3","1","(3050,3150]",2021,"January"
"317","Yes",100,"Agreed","Always","Always","40+ hours ","less than 10 hours",1,0,1,0,0,0,1,1,0,0,"Unpredictable","Varying",0,0,0,0,0,0,0,0,0,0,0,1,"Some challenges","Some challenges",75838.0203839864,82725.2786156867,63995.1067024942,"(24,45]","More than 3","0","(3050,3150]",2021,"January"
"318","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"Unpredictable","Unpredictable",0,0,0,0,0,1,1,0,1,1,1,0,"Some challenges","Good",143702.963786979,149684.882703333,132127.904309409,"(45,55]","3","1","(3000,3050]",2021,"January"
"319","Yes",100,"Agreed","Most of the time","Always","less than 10 hours  ","20-30 hours",0,1,0,0,0,0,0,0,1,0,"No changes","Varying",0,0,1,0,1,0,0,0,1,0,1,0,"Good","Significant challenges",115323.861003165,113372.849618898,89276.5100655374,"(45,55]","2","1","(3050,3150]",2021,"January"
"320","Yes",100,"Agreed","Never","About half the time","less than 10 hours  ","Didn't work",1,0,0,0,1,1,0,0,1,0,"Unpredictable","No changes",0,0,0,0,0,0,1,0,0,0,0,1,"Good","Good",118016.404202724,122853.39832093,100046.68901327,"(45,55]","1","0","(3150,3250]",2021,"January"
"321","Yes",100,"Agreed","Most of the time","Always","less than 10 hours  ","Didn't work",1,0,1,0,0,0,0,0,1,0,"No changes","No changes",1,0,1,0,1,0,1,0,0,1,0,0,"Good","Some challenges",-3092.02703252523,116198.429444349,99739.1571150007,"(24,45]","2","2","(3050,3150]",2021,"January"
"322","Yes",100,"Agreed","Always","Always","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"No changes","No changes",1,0,0,0,0,0,1,0,0,0,0,0,"Good","Good",141301.041471912,143913.348966153,122775.016052312,"(45,55]","1","0","(3050,3150]",2021,"January"
"323","Yes",100,"Agreed","Sometimes","Didn't work","40+ hours ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"Unpredictable",NA,1,0,0,0,1,0,0,0,0,1,0,0,"Good","Some challenges",107680.125109041,-5178.32782827253,93675.4653673804,"(24,45]","1","0","(3050,3150]",2021,"January"
"324","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,0,0,0,0,0,0,0,1,"Some challenges","Some challenges",87526.1038834766,662.04736718523,65574.8740417606,"(45,55]","2","1","(3050,3150]",2021,"January"
"325","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",0,0,0,0,0,0,0,0,0,1,"No changes","Unpredictable",0,0,1,0,0,0,1,0,0,0,0,0,"Significant challenges","Significant challenges",139047.920005088,159720.864692638,126540.455064525,"(45,55]","1","1","(3150,3250]",2021,"January"
"326","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,0,0,0,1,0,0,0,1,0,0,"Good","Good",126714.876935046,-2000.86851270076,95382.7390803931,"(55,80]","2","2","(3150,3250]",2021,"January"
"327","Yes",100,"Agreed","Most of the time","Always","40+ hours ","Didn't work",1,0,1,0,0,1,0,0,1,1,"No changes","Varying",0,0,0,0,0,0,1,0,0,1,0,0,"Good","Good",45738.6322763996,50621.2797630184,31647.4097889717,"(24,45]","2","0","(3050,3150]",2021,"January"
"328","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",0,0,1,0,0,1,0,0,0,0,"No changes","Unpredictable",0,0,1,1,0,0,1,0,0,0,0,1,"Some challenges","Significant challenges",118391.780470054,117210.584600671,97027.8866854935,"(55,80]","2","1","(3150,3250]",2021,"January"
"329","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","Didn't work",1,1,0,1,1,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,0,0,1,1,1,0,0,"Significant challenges","Significant challenges",127068.672346838,-468.7765300526,108388.368988254,"(45,55]","2","0","(3000,3050]",2021,"January"
"330","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,1,0,0,0,0,1,1,0,"Some small changes","Varying",1,0,1,0,1,0,0,0,0,0,0,1,"Some challenges","Some challenges",145802.192223009,146206.093361839,129228.698719916,"(45,55]","1","1","(3050,3150]",2021,"January"
"331","Yes",100,"Agreed","Never","Never","40+ hours ","10-20 hours",1,0,0,0,0,0,0,0,0,0,"No changes","Varying",0,0,0,0,0,0,1,1,0,1,0,0,"Good","Some challenges",172608.402849236,176561.725049828,153912.774579867,"(45,55]","3","0","(3050,3150]",2021,"January"
"332","Yes",100,"Agreed","Always","Sometimes","30-40 hours  ","Didn't work",1,0,0,0,0,0,1,0,1,0,"No changes","Unpredictable",0,0,1,0,0,0,0,0,0,1,1,0,"Good","Significant challenges",204546.084189619,207410.967243802,184680.215706948,"(45,55]","More than 3","2","(3150,3250]",2021,"January"
"333","Yes",100,"Agreed","Always","Always","40+ hours ","Didn't work",1,0,0,0,1,0,0,0,0,1,"No changes","Varying",0,0,0,0,1,0,0,0,0,1,0,0,"Good","Significant challenges",1875.84115109956,116739.501670759,88106.5432314691,"(55,80]","2","0","(3150,3250]",2021,"January"
"334","Yes",100,"Agreed","Never","Always","40+ hours ","20-30 hours",1,0,1,0,0,0,0,1,0,1,"No changes","Varying",0,0,0,0,0,0,0,1,0,1,0,1,"Good","Good",101051.225648709,97251.849011011,83057.4579387963,"(24,45]","2","1","(3050,3150]",2021,"January"
"335","Yes",100,"Agreed","Never","Most of the time","40+ hours ","40+ hours",1,0,1,1,0,1,0,0,0,0,"No changes","Varying",0,1,0,0,0,0,0,0,0,1,0,0,"Some challenges","Good",86806.8200848547,80464.8314147668,58949.3586990447,"(55,80]","1","0","(3050,3150]",2021,"January"
"336","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",1,0,0,0,1,0,0,0,0,1,"No changes","Varying",0,0,0,0,1,0,1,0,0,0,0,1,"Significant challenges","Some challenges",110948.433927052,112298.986236134,103684.081365487,"(45,55]","1","0","(3050,3150]",2021,"January"
"337","Yes",100,"Agreed","Never","Always","20-30 hours  ","less than 10 hours",1,0,0,1,0,0,0,0,0,0,"No changes","No changes",0,0,0,0,0,0,0,0,0,1,0,0,"Good","Some challenges",183835.375493414,184170.07745092,173221.742258367,"(45,55]","2","2","(3150,3250]",2021,"January"
"338","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,1,1,1,0,0,1,0,0,0,0,1,"Significant challenges","Good",120801.608829093,-384.24874616425,100486.252689368,"(24,45]","1","1","(3050,3150]",2021,"January"
"339","Yes",100,"Agreed","Never","Always","30-40 hours  ","40+ hours",1,0,1,0,0,1,1,0,1,0,"No changes","Some small changes",0,0,1,0,0,0,0,0,0,1,0,0,"Some challenges","Good",139960.187507696,134142.984551162,124351.851455841,"(24,45]","More than 3","1","(3050,3150]",2021,"January"
"340","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",0,0,1,0,1,0,1,0,1,0,"Varying","Unpredictable",1,0,1,1,0,0,1,0,0,1,1,1,"Some challenges","Some challenges",140750.035026543,130196.042051151,123631.127599512,"(55,80]","3","2","(3000,3050]",2021,"January"
"341","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,0,0,0,0,0,"Unpredictable","Varying",0,0,0,0,0,0,0,0,1,1,0,1,"Good","Good",94938.9589805949,92050.7429901517,66296.8578355799,"(45,55]","1","2","(3050,3150]",2021,"January"
"342","Yes",100,"Agreed","Didn't work","Didn't work","40+ hours ","Didn't work",1,1,1,0,0,NA,NA,NA,NA,NA,"Varying",NA,1,0,0,0,1,0,1,0,0,1,0,0,"Significant challenges","Some challenges",176307.924889347,-4176.00041550222,162289.817596369,"(24,45]","2","0","(3000,3050]",2021,"January"
"343","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,0,1,1,0,0,0,0,0,1,"Unpredictable","Unpredictable",1,0,0,0,0,0,1,1,0,1,0,0,"Significant challenges","Good",125498.3833192,129012.782215691,104970.934945954,"(45,55]","3","1","(3000,3050]",2021,"January"
"344","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,1,0,0,0,1,0,0,"No changes","Some small changes",0,1,1,0,0,0,0,0,0,0,1,0,"Good","Significant challenges",190284.127870126,190687.620638966,172171.208468808,"(45,55]","3","0","(3050,3150]",2021,"January"
"345","Yes",100,"Agreed","Sometimes","Most of the time","40+ hours ","20-30 hours",1,0,0,0,1,1,0,1,0,0,"No changes","Varying",1,0,1,0,0,0,1,0,0,1,0,1,"Good","Some challenges",232369.650230159,224071.133823754,215094.436122474,"(24,45]","2","2","(3050,3150]",2021,"January"
"346","Yes",100,"Agreed","About half the time","Always","40+ hours ","Didn't work",1,1,0,1,0,0,0,0,0,0,"Some small changes","Some small changes",1,0,1,0,0,0,0,0,0,0,0,1,"Good","Good",126529.470890834,130453.772618706,112879.719046928,"(45,55]","2","1","(3000,3050]",2021,"January"
"347","Yes",100,"Agreed","About half the time","Always","40+ hours ","Didn't work",0,0,1,0,0,1,0,0,1,1,"Varying","Unpredictable",0,0,1,0,0,0,1,0,0,1,0,0,"Good","Some challenges",-316.537538356096,49431.8560023865,33386.0643952562,"(55,80]","2","1","(3050,3150]",2021,"January"
"348","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",0,0,0,0,1,0,0,1,1,0,"Unpredictable","Unpredictable",1,0,0,0,0,1,1,0,0,1,0,0,"Significant challenges","Some challenges",-1578.64836612882,173185.487290077,153161.204558273,"(45,55]","1","0","(3050,3150]",2021,"January"
"349","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,1,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,0,0,0,0,1,"Some challenges","Good",186184.86973726,2708.01614190291,162024.533178197,"(55,80]","1","1","(3050,3150]",2021,"January"
"350","Yes",100,"Agreed","Never","Never","40+ hours ","10-20 hours",1,0,1,0,0,0,0,0,0,0,"Unpredictable","No changes",0,0,1,0,0,0,1,0,0,0,0,0,"Some challenges","Some challenges",204396.325908595,193854.883939665,168978.722200191,"(55,80]","3","1","(3050,3150]",2021,"January"
"351","Yes",100,"Agreed","Never","Didn't work","40+ hours ","less than 10 hours",0,0,1,0,0,1,0,1,1,0,"Some small changes","Varying",1,0,1,1,1,0,0,0,0,1,0,1,"Significant challenges","Good",161827.22316164,170620.897509262,147226.211191273,"(55,80]","1","0","(3150,3250]",2021,"February"
